	z_a	z_e	a	e	a_logits	e_logits	e_in
31	[0.05396761745214462, -0.2735512852668762, -0.012698709964752197, 0.7147361636161804, 0.15992450714111328, 0.1313231885433197, 1.1480871438980103, -0.39954084157943726]	[0.12592291831970215, -1.5317909717559814, -1.8534799814224243, -1.0513556003570557, -0.7608720660209656, 0.752500593662262, -0.007945895195007324, 1.5996323823928833, 1.662717342376709, 0.21732395887374878, -1.6650915145874023, 1.222442626953125, 0.1751042902469635, 0.6079201698303223, -0.22223496437072754, -1.0145083665847778]	0.0	1.0	[-0.0025186194106936455, -1.3559753894805908, -0.6809751987457275, -0.7746803760528564, -0.984876811504364, -0.4848681688308716, -0.04343868046998978, -0.5527670979499817]	[-0.6256215572357178, 1.0980859994888306, -0.5520983934402466, -0.012179833836853504, 0.7686037421226501, 0.1396850198507309, 0.1694200187921524, 0.30750149488449097, 0.6791174411773682, 0.07622230798006058, 0.21156878769397736]	2
32	[-0.3619281053543091, -1.8316853046417236, -0.6108531951904297, 0.32139888405799866, 1.0413691997528076, -0.9788989424705505, -1.305306077003479, -1.3018935918807983]	[1.6443122625350952, -2.861170530319214, -1.7709994316101074, -1.5554776191711426, 2.118853807449341, -4.128872871398926, -0.2085675299167633, -0.34440869092941284, 2.920273780822754, -0.3349660634994507, 1.1225444078445435, 0.47984737157821655, 2.3739142417907715, 2.5819594860076904, 0.630913257598877, -1.2048227787017822]	3.0	6.0	[-1.4281946420669556, 0.41437631845474243, -1.1800429821014404, 1.996150255203247, 0.3334859013557434, 0.5917834043502808, 0.023932816460728645, 1.466811180114746]	[-0.7571459412574768, 0.19799566268920898, 0.26521480083465576, -0.5910769701004028, -0.11070898920297623, 1.2050180435180664, 4.705992698669434, 2.326500177383423, 1.9225425720214844, 1.8509516716003418, 1.7644237279891968]	6
33	[-0.5026950836181641, 1.2898318767547607, 0.364862322807312, -0.8807103633880615, -0.770477294921875, 0.3908534049987793, 0.36623167991638184, 0.6325272917747498]	[0.07016879320144653, 1.6067523956298828, -0.2921180725097656, 0.2760649621486664, 0.6755302548408508, 1.3680484294891357, -1.4508925676345825, 1.424479603767395, -3.6412031650543213, 0.11294952034950256, -2.2258028984069824, 1.02474045753479, -2.3098697662353516, -2.8423635959625244, -0.6001632213592529, 1.0086983442306519]	0.0	4.0	[1.2332801818847656, -0.2244272083044052, 0.6789443492889404, -1.7198513746261597, -0.11560124158859253, -0.7701947689056396, -0.962291419506073, -1.1564373970031738]	[-0.9037975668907166, -0.47082632780075073, -0.5298491716384888, -0.27110815048217773, 1.8527594804763794, -0.249204620718956, -0.42171549797058105, -0.5645028352737427, -0.5519005060195923, -0.44663557410240173, -0.49069443345069885]	3
34	[0.6561846137046814, -0.06409990787506104, -0.15533435344696045, -0.5442017316818237, -1.2968531847000122, 0.6941053867340088, 0.07191526889801025, -0.9991505146026611]	[1.5286065340042114, 0.26523756980895996, -0.23066100478172302, 0.46418291330337524, 1.5008151531219482, 0.22469961643218994, -0.9440635442733765, -1.2622567415237427, -0.15900439023971558, -1.3158977031707764, -0.8218809366226196, 1.0574859380722046, 0.2723291218280792, 0.3886638879776001, -0.9103891849517822, 0.22155126929283142]	6.0	2.0	[-0.29903584718704224, -0.5877729058265686, 0.18586434423923492, -0.7520306706428528, 0.34348344802856445, 0.07353321462869644, 0.9253777861595154, -1.791204810142517]	[-0.3901551365852356, -0.3568686246871948, 3.9509522914886475, -0.30113014578819275, -0.10890829563140869, 0.44241243600845337, 0.486305296421051, 1.22923743724823, 1.2910661697387695, 1.229762315750122, 1.1121076345443726]	2
35	[1.2450129985809326, 0.0020477771759033203, -0.1786448061466217, 0.30656158924102783, -0.9535662531852722, 0.36210712790489197, -2.426290512084961, -1.6744239330291748]	[0.12881246209144592, 0.40045809745788574, 0.347842812538147, 0.5419121980667114, 0.024978037923574448, 0.4896276295185089, -1.129028081893921, 0.4704171419143677, 0.4874473810195923, -0.643122673034668, -0.9063345193862915, 0.6388506889343262, 0.26135149598121643, 0.16297262907028198, -0.28162962198257446, 1.8208017349243164]	6.0	4.0	[-0.285347580909729, 0.4732365608215332, 0.8283005952835083, 0.825143039226532, 0.9618111848831177, 1.6364250183105469, 1.8513157367706299, -1.186076045036316]	[-0.5208648443222046, 1.3631458282470703, -0.24659277498722076, -0.7758607268333435, 1.445013403892517, -0.03277697414159775, -0.010171784088015556, -0.14434821903705597, 0.3654247522354126, 0.30130308866500854, 0.44835448265075684]	6
36	[-1.4391772747039795, 0.33029887080192566, 0.41929423809051514, 0.6821601986885071, 0.9687893390655518, 0.13590893149375916, 1.2229357957839966, 1.6578242778778076]	[0.14798349142074585, 1.0123720169067383, -0.6058149337768555, 0.2129078358411789, -0.06503033638000488, 0.07241213321685791, -0.6629775166511536, 0.3185863792896271, -0.11433237791061401, -0.016061753034591675, 2.365614891052246, 0.16413873434066772, -1.515645980834961, 0.9470391273498535, -1.1447232961654663, 1.8432543277740479]	0.0	3.0	[1.836320161819458, -0.7869971394538879, -0.26635029911994934, -1.5033034086227417, -1.5132439136505127, -2.1513869762420654, -1.6118812561035156, 0.8921328186988831]	[-0.7361098527908325, -0.5079891681671143, -0.3679736256599426, 2.340958595275879, -0.8725707530975342, -0.8881415724754333, -0.42040398716926575, -0.9748862385749817, -0.9604023694992065, -0.7667971253395081, -0.5422955751419067]	0
37	[0.18885192275047302, -0.005627025850117207, 0.015314280986785889, -0.1735294759273529, -0.03430962562561035, 0.22953304648399353, -2.123628616333008, -0.3691651225090027]	[-0.748999297618866, 0.2939952611923218, 1.503537654876709, -0.13912959396839142, -0.47531306743621826, 1.6465767621994019, 1.0713741779327393, 1.581142783164978, -0.3275521397590637, -0.06257253885269165, -0.0334436297416687, -0.9749754071235657, 0.06324613094329834, 0.49661147594451904, 0.7802938222885132, 1.0609242916107178]	1.0	0.0	[0.6041949391365051, 0.9407724142074585, 0.7331902980804443, 0.6097408533096313, 0.7631661295890808, 0.4796645939350128, 0.5404328107833862, 0.15076696872711182]	[2.054945707321167, -0.5965365171432495, -0.3163674473762512, -0.6163493990898132, -0.850009024143219, -0.3201746344566345, -0.6479620337486267, -0.6313059329986572, -0.6809408664703369, -0.7734602093696594, -0.7824018597602844]	4
38	[0.3079720139503479, -0.8863936066627502, -0.3337663412094116, 0.1351107656955719, 0.35196617245674133, -0.24898216128349304, -2.184136152267456, -0.1523386836051941]	[-0.12644024193286896, -0.6731773614883423, -0.2516392767429352, -1.5341582298278809, -0.4336036741733551, -0.5113595128059387, -0.5012249946594238, 0.10885190963745117, 0.4476618468761444, -2.6438794136047363, -0.8855459690093994, -0.017727285623550415, -0.6719226837158203, -0.6819062232971191, -0.062166452407836914, -0.6116421222686768]	4.0	4.0	[0.32048726081848145, 1.060895562171936, 0.15568315982818604, 1.0419296026229858, 1.0645943880081177, -0.3478105962276459, 0.794292688369751, 0.928813636302948]	[-0.43925240635871887, -0.37706607580184937, -0.5017544627189636, -0.9814671277999878, 2.2374093532562256, -0.3460996448993683, -0.22688449919223785, -0.22522519528865814, -0.3453204333782196, -0.37943798303604126, -0.37276312708854675]	4
39	[0.36605939269065857, -0.8734252452850342, -0.40520036220550537, -0.2927979826927185, 0.2843064069747925, -0.11618785560131073, -1.0856431722640991, -0.19239908456802368]	[2.234407663345337, -2.8802013397216797, -1.2545053958892822, 0.17011910676956177, 0.6042274832725525, -0.7398074269294739, -1.06916081905365, 1.5369547605514526, 1.533003807067871, -0.8006082773208618, 1.3242594003677368, 1.5159838199615479, 1.1689858436584473, 3.1464505195617676, 2.2053351402282715, 1.4609878063201904]	4.0	0.0	[0.05801015347242355, 0.5352595448493958, -0.2013716995716095, 0.4726411700248718, 0.8648295402526855, -0.5351668000221252, 0.5246135592460632, 0.5058588981628418]	[0.6750160455703735, -0.7935191988945007, -0.8794972896575928, -0.134922057390213, 0.23928187787532806, -0.7763966917991638, -1.0463894605636597, -1.1080904006958008, -1.062619686126709, -1.3455066680908203, -1.0905107259750366]	3
40	[-0.8847622871398926, -1.5427045822143555, -0.9746081829071045, 1.4322521686553955, 0.39921778440475464, 0.21053344011306763, -0.41518276929855347, -1.2974023818969727]	[3.0817980766296387, -2.5609915256500244, -0.18295109272003174, 1.0690944194793701, 0.11447024345397949, -1.4610027074813843, -0.8185688257217407, -1.0716171264648438, 1.6902490854263306, -1.7636488676071167, 1.115768551826477, 2.6261792182922363, 0.5489559173583984, 3.230337381362915, 1.9949567317962646, -0.11736273765563965]	7.0	3.0	[-1.1625068187713623, -0.5849366784095764, -1.0706478357315063, 0.7647644877433777, -0.9612606167793274, 0.5558967590332031, 0.5676847100257874, 0.8187850117683411]	[-0.7642533183097839, -0.5008060336112976, -0.3241618871688843, 2.1622672080993652, -0.9593287110328674, -0.2171148955821991, -0.3273986279964447, -0.6189926862716675, -0.38020604848861694, -0.5437958240509033, -0.5279361009597778]	3
41	[-1.234446406364441, 2.5882368087768555, 0.5364890694618225, -1.0748090744018555, -0.5485411882400513, 0.14887350797653198, -1.6165817975997925, 0.41422608494758606]	[-0.22558486461639404, 3.719414234161377, 0.5548233985900879, -0.13915632665157318, -0.6809011697769165, 2.890059471130371, -2.9826467037200928, 0.12179780006408691, -5.228898048400879, -1.3919941186904907, -1.9739857912063599, 0.4266051650047302, -4.53262996673584, -2.9372425079345703, -1.638209581375122, 1.397843360900879]	2.0	0.0	[1.5948301553726196, 1.0279614925384521, 1.6628144979476929, -0.9701240658760071, 0.07202155143022537, 1.2251113653182983, -1.8088549375534058, -0.7139161229133606]	[1.918820858001709, -0.4434092044830322, -0.45967185497283936, -0.9931145310401917, -0.3944284915924072, -0.8775407671928406, -0.07046546041965485, -0.7075753808021545, -0.736591100692749, -0.643944501876831, -0.5195587873458862]	2
42	[0.201727956533432, 0.2804466784000397, -0.2311728149652481, -0.035139575600624084, -0.5570254325866699, 0.49988487362861633, -0.9980605840682983, -0.9567640423774719]	[-1.0807212591171265, 1.2130827903747559, -0.3117549419403076, -1.0148370265960693, 1.4166309833526611, 1.6605324745178223, -1.179141640663147, -0.3816721737384796, -2.9735069274902344, -1.4515354633331299, -2.064737319946289, -2.4525067806243896, 1.276149034500122, -2.2575998306274414, 0.8328590989112854, 1.55647611618042]	5.0	4.0	[-0.02627381682395935, 0.01716790162026882, 0.41021811962127686, -0.11727066338062286, 0.14586928486824036, 0.9967815279960632, 0.5487106442451477, -0.841784656047821]	[-0.6872536540031433, -0.327193021774292, -0.6277469992637634, -0.7783849835395813, 2.329007625579834, -0.48416993021965027, -0.4453634023666382, -0.6260152459144592, -0.5353842973709106, -0.5469964742660522, -0.46863818168640137]	4
43	[-0.9103784561157227, 1.3810365200042725, 0.46571844816207886, -0.91141277551651, -0.5146225094795227, 0.5154497623443604, -0.46471840143203735, -0.025164060294628143]	[-1.2881431579589844, 3.304774761199951, 1.0406523942947388, 0.2453102469444275, 0.018907129764556885, 2.364429235458374, -0.2998955249786377, 1.134770154953003, -3.8130924701690674, -0.8870006799697876, -2.577068328857422, -0.029164880514144897, -2.3238465785980225, -2.3861961364746094, -0.17804956436157227, 2.455895185470581]	0.0	4.0	[0.9291499853134155, 0.1710759401321411, 0.9115278720855713, -0.9125714898109436, -0.27651166915893555, 0.6159295439720154, -1.1437722444534302, -0.8658743500709534]	[-0.5641455054283142, -0.35155153274536133, -0.697534441947937, -0.8181772232055664, 2.025554656982422, -0.7507911324501038, -0.5053355097770691, -0.9829216599464417, -0.749164342880249, -0.9149937033653259, -0.8565880656242371]	4
44	[0.925756573677063, -0.6775964498519897, 0.04275268316268921, 1.314733624458313, -1.4223086833953857, 0.6671143770217896, -0.48108696937561035, -1.0026928186416626]	[-0.7447608709335327, -1.4400737285614014, 0.748124361038208, -0.4337789714336395, -1.209930658340454, -1.149920105934143, -0.24968641996383667, 0.5322542786598206, 0.6576566696166992, -1.4949240684509277, -0.9992209672927856, 0.11744312942028046, 1.98068368434906, 0.12094774842262268, 0.7679678201675415, -0.8275728821754456]	6.0	6.0	[0.01607343554496765, -1.0033687353134155, 0.24533720314502716, -0.33159106969833374, -0.16154976189136505, -0.5750945806503296, 2.096025228500366, -1.6003605127334595]	[0.10413114726543427, 0.21768009662628174, -0.5422932505607605, -0.13498641550540924, 0.022326761856675148, 1.020235538482666, 1.411738395690918, 0.7846361994743347, 0.5614039301872253, 0.29588231444358826, 0.5836540460586548]	0
45	[-2.005448818206787, 1.243959665298462, 1.167222023010254, -0.4908533990383148, 0.18466953933238983, 0.23937800526618958, 2.860198736190796, 1.1149556636810303]	[-0.40284284949302673, 4.193620204925537, -0.193975567817688, 1.0206714868545532, 0.059346526861190796, 1.0375033617019653, -3.1563844680786133, 1.9753224849700928, -4.4407219886779785, 1.638484001159668, -3.050581216812134, -0.03793211281299591, -2.7904696464538574, -3.9903597831726074, -1.6417088508605957, 0.5892109870910645]	0.0	3.0	[1.3766744136810303, -1.6973170042037964, -0.22646565735340118, -2.3607869148254395, -2.192016839981079, -1.5303136110305786, -2.924715518951416, -0.7126140594482422]	[-0.7288604974746704, -0.6780851483345032, -0.46592873334884644, 2.0174052715301514, -0.8314066529273987, -0.7200388312339783, -0.4299120008945465, -0.8123408555984497, -0.7862639427185059, -1.0057077407836914, -1.0770655870437622]	3
46	[-0.5187141299247742, 0.3445042371749878, -0.5332373976707458, 0.2093009352684021, -0.29935237765312195, 0.2592703104019165, -0.015970230102539062, -1.2828412055969238]	[0.5163010954856873, -1.4303264617919922, 0.7496551275253296, -0.7419340014457703, -0.6396467685699463, 1.0561952590942383, -0.16335424780845642, -0.577453076839447, 0.5475956797599792, 0.6144841313362122, 0.06836295127868652, 1.6725986003875732, -1.335486888885498, -0.38949882984161377, -0.9977749586105347, -0.049149513244628906]	5.0	3.0	[-0.7292190194129944, -0.6119332909584045, -0.27910470962524414, -0.34919172525405884, -0.6937710046768188, 1.480291485786438, -0.2738026976585388, -0.7514656186103821]	[-0.271837443113327, -0.5429372787475586, -0.6912217140197754, 1.9407917261123657, -1.012709140777588, -0.8675076365470886, -0.6777784824371338, -1.0813112258911133, -1.1622157096862793, -1.3656152486801147, -1.1125359535217285]	3
47	[0.48306581377983093, -0.274000346660614, -0.3694334030151367, -0.2710631489753723, -0.5746947526931763, 0.6545060873031616, -2.7728629112243652, -0.7382736206054688]	[-1.065462350845337, -2.2054359912872314, -0.31046709418296814, -0.17354442179203033, -0.3584064841270447, -0.033293649554252625, 0.9006860256195068, 0.09532420337200165, 2.954695701599121, -1.0391018390655518, -0.31765881180763245, -0.33615022897720337, 0.2861473560333252, 0.7636080980300903, 1.4833459854125977, 0.47838956117630005]	6.0	0.0	[0.3415842652320862, 1.2594678401947021, 0.969050943851471, 0.768201470375061, 1.2551747560501099, 0.750982940196991, 1.4222584962844849, -0.10866003483533859]	[0.5560463070869446, -0.6772942543029785, -0.9477410316467285, 0.11245919018983841, 0.47584083676338196, -0.9604305624961853, -0.8830993175506592, -1.3404090404510498, -1.179341435432434, -1.4706456661224365, -1.2614097595214844]	0
48	[-1.1752595901489258, -1.382462978363037, -0.5285223722457886, -0.38006871938705444, 1.2605507373809814, -0.3458665609359741, -0.8329826593399048, -0.4413018226623535]	[1.1951401233673096, -1.5565664768218994, -0.9180257320404053, -1.4628684520721436, 4.496812343597412, -2.588031768798828, 3.5046873092651367, -1.2051360607147217, 4.882544994354248, -0.38394832611083984, 1.58644700050354, 1.1855065822601318, 0.3629158139228821, 4.198326110839844, 3.616835117340088, -0.3484705686569214]	7.0	4.0	[-0.6109679341316223, 0.6269478797912598, -0.8873236775398254, 1.2195756435394287, 0.0447518490254879, 0.11818040162324905, -0.8051373958587646, 1.8107390403747559]	[-0.7576870322227478, 0.009609999135136604, -0.22535496950149536, -0.6145434975624084, 2.138110399246216, -0.6866364479064941, -0.4325264096260071, -0.3825322091579437, -0.4189268946647644, -0.31967583298683167, -0.39295729994773865]	4
49	[-1.2032476663589478, -1.956887125968933, -0.21042954921722412, 0.6734058260917664, 1.7964314222335815, -0.4370202422142029, 0.3990091383457184, 0.16155287623405457]	[2.8490045070648193, -2.3035788536071777, -2.593836784362793, -0.8668943047523499, 1.499246597290039, -1.9819456338882446, 0.06734775006771088, 2.6304426193237305, 4.970611095428467, -2.05220627784729, 2.4053139686584473, -0.6129828095436096, -1.0777987241744995, 3.5923542976379395, 2.2560293674468994, -1.787062406539917]	7.0	3.0	[-0.18897666037082672, -0.34936201572418213, -1.4734523296356201, 0.8508970737457275, -0.8785809278488159, -1.3104537725448608, -0.8094372749328613, 2.191640615463257]	[0.5577345490455627, -0.6670494675636292, -0.922038197517395, 1.3118029832839966, -0.8517445921897888, -0.9130083918571472, -0.5499537587165833, -0.9596782326698303, -1.0987884998321533, -0.9734789729118347, -1.0886623859405518]	3
