	z_a	z_e	a	e	a_logits	e_logits	e_in
43	[-0.4275176525115967, -0.8744806051254272, 0.41869625449180603, -1.5551215410232544]	[2.1488728523254395, -9.103102684020996, 8.40816879272461, 11.029529571533203, -10.685392379760742, -9.010598182678223, -11.153830528259277, -2.521238088607788]	0.0	4.0	[1.2843788862228394, 0.3447503447532654, 0.9509081840515137, -1.3597086668014526, -0.40566515922546387, -0.4042321443557739, -1.2376821041107178, -1.049237847328186]	[-0.1117410734295845, -0.0393676795065403, -0.2045409232378006, 0.2538076937198639, 2.2366061210632324, 1.2310510873794556, 1.1882036924362183, 1.0544787645339966, 1.3111846446990967, 1.1158967018127441, 1.096290946006775]	4
44	[2.2133712768554688, 0.42588740587234497, 1.2522108554840088, -0.13653264939785004]	[2.4454102516174316, -5.39975643157959, 6.753568649291992, 8.431416511535645, -7.389848709106445, -9.810263633728027, -12.93200397491455, -3.6333231925964355]	6.0	0.0	[-1.1882731914520264, -0.8354007601737976, -0.9933269023895264, -0.2422347217798233, -0.03443818911910057, -0.9997802972793579, 1.193259358406067, -1.1120525598526]	[1.159981608390808, -0.6218288540840149, 0.29866501688957214, 0.416892945766449, 0.21529445052146912, 0.07279264181852341, 0.7037321925163269, 0.9058302640914917, 0.8502455353736877, 0.733240008354187, 0.8400545716285706]	0
45	[-1.317348599433899, -0.27533119916915894, -0.5235639214515686, -1.3504619598388672]	[1.867435336112976, -8.571757316589355, 6.531662940979004, 6.555726051330566, -4.949080944061279, -10.126335144042969, -9.174159049987793, -1.4433364868164062]	0.0	3.0	[2.2190439701080322, 0.839011549949646, 1.64215087890625, -0.9032915830612183, -0.2250792384147644, -0.06979014724493027, -1.7881160974502563, -0.12200231105089188]	[0.1164240688085556, -0.4122891128063202, 0.7568086385726929, 1.674039602279663, -0.08823394030332565, 0.6409627199172974, 0.7446718811988831, 0.8877369165420532, 0.6758852601051331, 0.788227379322052, 1.0473191738128662]	3
46	[1.0524256229400635, 0.7285429239273071, 2.2837657928466797, -0.016589097678661346]	[2.8651089668273926, -4.285574913024902, 7.4997382164001465, 9.817536354064941, -9.283016204833984, -10.179909706115723, -11.401290893554688, -2.1784415245056152]	6.0	2.0	[-0.47535109519958496, 0.18238262832164764, -0.1358712613582611, -0.08228795975446701, 0.3434998691082001, 0.4795345664024353, 0.6348833441734314, -0.6104083061218262]	[-0.14799699187278748, -0.07286326587200165, 0.6059132218360901, 0.5625206232070923, -0.661907434463501, -0.2891961932182312, 0.2523348927497864, -0.21204476058483124, -0.058123137801885605, -0.17915521562099457, 0.027433015406131744]	3
47	[1.419770359992981, 2.172684907913208, 1.9926338195800781, 0.7629523277282715]	[3.1677968502044678, -4.4315056800842285, 7.015671730041504, 10.153823852539062, -11.255573272705078, -11.988924980163574, -11.80452823638916, -1.6984561681747437]	6.0	0.0	[-0.6674840450286865, 0.3373888432979584, -0.2192387878894806, 0.9924936890602112, 0.8968116044998169, 0.8091540932655334, 1.3403202295303345, 0.2787141501903534]	[1.2849104404449463, -0.9794325232505798, -0.0868372768163681, -0.4458148181438446, -1.568518042564392, -1.2774760723114014, -0.7987064719200134, -0.799254834651947, -1.042201280593872, -1.0258204936981201, -0.9428163766860962]	0
48	[0.14936822652816772, 2.06618332862854, 0.5156682729721069, 3.193439245223999]	[1.4022425413131714, -1.2653284072875977, 5.8874101638793945, 8.298471450805664, -10.016542434692383, -12.480905532836914, -10.992387771606445, -1.7923951148986816]	7.0	4.0	[-0.4709372818470001, -0.3704785108566284, -0.7430540323257446, 1.7383447885513306, 0.046224553138017654, 0.4970274567604065, 0.3744390904903412, 2.339078187942505]	[-1.1640713214874268, 0.06510230153799057, -0.6777732968330383, 0.22033926844596863, 0.39101481437683105, -1.2128759622573853, -1.0404284000396729, -1.1339402198791504, -1.055665135383606, -1.2520191669464111, -1.0606489181518555]	4
49	[-0.39508748054504395, 2.7223026752471924, -0.16550472378730774, 2.725830554962158]	[2.698566436767578, -0.6690858006477356, 3.6452012062072754, 7.896534442901611, -6.781067371368408, -11.399002075195312, -10.303382873535156, -3.253727912902832]	7.0	4.0	[0.45018988847732544, 0.30063149333000183, 0.10348837077617645, 2.0118799209594727, 0.4534441828727722, 0.8523586988449097, 0.07484306395053864, 2.738771915435791]	[-0.5668484568595886, -0.6205822825431824, -0.5760026574134827, -0.27043354511260986, 0.09030207991600037, -1.301895260810852, -1.1535181999206543, -1.2845507860183716, -1.4077153205871582, -1.4818285703659058, -1.3070755004882812]	3
50	[0.4904128313064575, -0.8824396729469299, 1.5201259851455688, 0.2838933765888214]	[3.51611065864563, -3.6401805877685547, 5.748177528381348, 10.096631050109863, -8.867923736572266, -10.932018280029297, -13.714195251464844, -1.3072912693023682]	6.0	3.0	[-0.4314742088317871, -0.656556248664856, -0.5898845791816711, -0.8748081922531128, -0.742594301700592, -0.516046941280365, -0.3363311290740967, -0.7200554013252258]	[-0.5858655571937561, -0.22789914906024933, -0.9294870495796204, 1.9491157531738281, 0.08224443346261978, -0.45330309867858887, 0.4170520603656769, 0.19366535544395447, 0.035708487033843994, 0.46694836020469666, 0.23066332936286926]	3
51	[1.4089605808258057, 0.16274720430374146, 3.15964937210083, -0.6531291604042053]	[2.194847345352173, -3.613642930984497, 6.256346702575684, 9.130009651184082, -9.34931468963623, -11.74958610534668, -11.720907211303711, -3.290727376937866]	6.0	3.0	[-0.7930699586868286, 0.16608606278896332, -0.23669788241386414, -0.6434003114700317, 0.30963054299354553, 0.499233603477478, 0.7904272079467773, -1.4983655214309692]	[-0.2544231116771698, -0.7148322463035583, -0.5405271053314209, 1.8703131675720215, -0.5860927104949951, 0.030512509867548943, 0.8791927099227905, 0.5020903944969177, 0.3438795804977417, 0.37962132692337036, 0.4143894612789154]	3
52	[0.4355379343032837, 3.024320602416992, 2.111856460571289, -0.905549168586731]	[3.240380048751831, -7.813620567321777, 8.547123908996582, 9.017829895019531, -10.215367317199707, -9.250134468078613, -11.818652153015137, -3.705242395401001]	5.0	0.0	[0.9988991022109985, 2.050230026245117, 1.6510841846466064, 0.9793863296508789, 1.8765159845352173, 2.1113951206207275, 0.8333800435066223, 0.178143709897995]	[1.0836821794509888, -1.2576985359191895, 0.3076452910900116, 0.3353930413722992, 0.3460789620876312, -0.17981234192848206, 0.5873273611068726, 0.255092054605484, 0.3161480128765106, 0.28516003489494324, 0.36948710680007935]	3
53	[1.7001750469207764, 1.4765617847442627, 2.242232084274292, 0.017071381211280823]	[4.03201961517334, -2.5610406398773193, 8.921875, 11.0758056640625, -12.159154891967773, -12.635725975036621, -14.98694896697998, -3.8614721298217773]	6.0	3.0	[-0.78882896900177, 0.1848715841770172, -0.2838769853115082, 0.3566262423992157, 0.7164602279663086, 0.45607709884643555, 1.30882728099823, -0.5649235248565674]	[0.13570888340473175, -0.5213070511817932, -0.07746298611164093, 0.251148521900177, 0.14773568511009216, -0.021286441013216972, -0.5341158509254456, -0.4056619107723236, -0.4540928304195404, -0.42720386385917664, -0.33286184072494507]	0
54	[-1.1945536136627197, 0.31057894229888916, -0.2595263123512268, -1.16781485080719]	[1.458296298980713, -9.545196533203125, 8.528324127197266, 10.874649047851562, -9.579452514648438, -11.027934074401855, -11.842473983764648, -2.9946677684783936]	0.0	6.0	[2.1429948806762695, 1.0666449069976807, 1.707619071006775, -0.5268382430076599, 0.09836873412132263, 0.31076714396476746, -1.474997639656067, 0.10763392597436905]	[1.025288701057434, -0.666475236415863, 0.46096688508987427, 0.6361613273620605, 0.6741780042648315, 0.47087031602859497, 1.182573676109314, 1.040187954902649, 1.0304698944091797, 0.8939986824989319, 1.1789991855621338]	3
55	[1.4501159191131592, 3.4636459350585938, 1.718867301940918, -0.4077557921409607]	[5.802495002746582, -5.251708030700684, 8.221026420593262, 8.993687629699707, -10.740289688110352, -10.98258113861084, -12.297684669494629, -2.9198174476623535]	4.0	0.0	[0.19518566131591797, 1.407275676727295, 0.8827378749847412, 1.396929383277893, 1.8779747486114502, 1.4452606439590454, 1.6461656093597412, 0.24225136637687683]	[2.1810495853424072, -0.7801884412765503, 0.2898333966732025, -0.6490897536277771, -0.9861432909965515, -0.6092194318771362, 0.6395984888076782, 0.47695252299308777, 0.32523268461227417, 0.22944913804531097, 0.37883317470550537]	0
56	[0.016148187220096588, 1.1134264469146729, 0.06248202174901962, 2.029357433319092]	[1.9424805641174316, 0.2524559497833252, 5.289087295532227, 6.733933925628662, -5.757580757141113, -10.70534896850586, -6.643838405609131, -4.1297197341918945]	7.0	4.0	[-0.020874857902526855, -0.42769676446914673, -0.43922752141952515, 0.8681054711341858, -0.2681635022163391, -0.10256782919168472, -0.146292582154274, 1.4923900365829468]	[-0.7220908999443054, -0.08682142198085785, -0.2532614767551422, -0.28335100412368774, 0.1788942664861679, -0.9023105502128601, -1.1858950853347778, -0.8339643478393555, -1.1078225374221802, -1.1570018529891968, -1.0597679615020752]	1
57	[-0.28315603733062744, 0.5629764795303345, 1.0780924558639526, -1.1794819831848145]	[3.3231849670410156, -4.865015506744385, 6.501615047454834, 9.5857515335083, -7.505630016326904, -8.076136589050293, -9.768187522888184, -1.440147042274475]	2.0	4.0	[1.2471762895584106, 1.024036169052124, 1.2536230087280273, -0.45785146951675415, 0.41685742139816284, 0.6413187384605408, -0.580912172794342, -0.4560845196247101]	[-1.5938327312469482, -1.0551655292510986, -0.28158995509147644, 0.8089398145675659, 2.9644768238067627, 0.5519446134567261, 0.6455203890800476, 0.6317107677459717, 0.6629798412322998, 0.7007626295089722, 0.5160430669784546]	4
58	[0.13111446797847748, 0.431860089302063, 0.696052610874176, 2.2342233657836914]	[3.372012138366699, -0.4885270595550537, 4.162933349609375, 7.898789882659912, -9.388035774230957, -10.01252555847168, -10.79021167755127, -0.3237476348876953]	7.0	2.0	[-0.496184766292572, -0.774685263633728, -0.8756524920463562, 0.5053796172142029, -0.607438862323761, -0.20548786222934723, -0.1746423840522766, 1.1457356214523315]	[0.32436639070510864, -0.2673581838607788, 0.6267627477645874, -0.5185630917549133, -0.9073245525360107, -1.488282561302185, -0.7877219319343567, -0.8172509670257568, -0.9780053496360779, -1.3489558696746826, -1.1780110597610474]	1
59	[1.3593229055404663, 1.3635693788528442, 2.001638174057007, -0.2515810430049896]	[2.707516670227051, -5.454477310180664, 7.462013244628906, 8.307273864746094, -10.865752220153809, -10.652957916259766, -12.972537994384766, -3.2011165618896484]	6.0	5.0	[-0.39260852336883545, 0.3678748607635498, 0.02976544387638569, 0.2251545935869217, 0.6991212368011475, 0.4943920075893402, 0.9879677891731262, -0.552942156791687]	[-0.08075426518917084, 1.1630574464797974, 0.5157715678215027, -0.7046666741371155, 0.7708785533905029, 1.2061418294906616, 0.4400831162929535, 0.66245037317276, 0.7283454537391663, 0.620878279209137, 0.6079402565956116]	1
60	[-1.045658826828003, 0.297370046377182, -0.07425317168235779, -0.9003697633743286]	[4.254335880279541, -6.2241692543029785, 8.70337963104248, 9.732681274414062, -8.87276554107666, -10.172843933105469, -12.254775047302246, -3.2576584815979004]	0.0	0.0	[1.8735929727554321, 0.9123246669769287, 1.4693206548690796, -0.46457943320274353, 0.04585912078619003, 0.2925143539905548, -1.333455204963684, 0.13890759646892548]	[1.2521833181381226, -0.31770360469818115, 0.9900339841842651, 0.46414005756378174, -0.649749755859375, 0.7506051659584045, 1.0116808414459229, 0.846808671951294, 0.7193651795387268, 0.797079861164093, 0.8753112554550171]	0
61	[-1.294230580329895, -1.458065390586853, -2.060567855834961, 0.8509981632232666]	[0.875666618347168, -5.970031261444092, 6.708838939666748, 9.764286041259766, -7.944842338562012, -10.24246883392334, -11.45064640045166, -4.6759748458862305]	0.0	6.0	[1.2584357261657715, -1.078488826751709, -0.04878661036491394, -0.8442155122756958, -1.7103376388549805, -1.805412769317627, -2.2124269008636475, 0.8170510530471802]	[0.8469640016555786, 0.4048939645290375, 0.7927008867263794, 0.5485513806343079, 0.48424288630485535, 0.8012711405754089, 1.0019416809082031, 0.785324215888977, 0.7519304752349854, 0.8656895756721497, 0.9138656258583069]	4
62	[2.1168031692504883, 0.5270218849182129, 1.2386387586593628, 0.1199466735124588]	[1.434561848640442, -2.9285082817077637, 9.024959564208984, 8.171856880187988, -9.619686126708984, -9.629258155822754, -11.514829635620117, -4.480684757232666]	6.0	0.0	[-1.1959218978881836, -0.8370753526687622, -1.024044394493103, -0.10658077895641327, -0.038800422102212906, -0.9130478501319885, 1.1716498136520386, -0.8925309777259827]	[0.9103763103485107, -0.7523001432418823, -0.4246106743812561, 0.3265681564807892, -0.3905082643032074, -0.1452004611492157, -0.2570634186267853, -0.11744747310876846, -0.13357684016227722, -0.1503859907388687, -0.04844563826918602]	0
63	[1.3463661670684814, 3.2080516815185547, 2.1116111278533936, 0.6103969812393188]	[2.221752643585205, -4.339684963226318, 7.985744953155518, 8.328612327575684, -11.166955947875977, -12.449727058410645, -14.346282958984375, -3.7838566303253174]	6.0	0.0	[-0.30562296509742737, 1.011566400527954, 0.3270460069179535, 1.534653663635254, 1.5467582941055298, 1.5069224834442139, 1.6144838333129883, 0.6342386603355408]	[2.236052989959717, -1.3615772724151611, -0.3449835777282715, -0.48152777552604675, -1.735497236251831, -1.2836713790893555, -0.5139669179916382, -0.3464060425758362, -0.434410035610199, -0.4224919378757477, -0.5951342582702637]	0
64	[1.6376237869262695, -0.8870773315429688, 2.125864028930664, 0.11010456085205078]	[1.939407229423523, -4.748986721038818, 9.914414405822754, 8.222053527832031, -7.904890060424805, -11.831817626953125, -11.601791381835938, -2.919286012649536]	6.0	2.0	[-1.3591803312301636, -1.0814173221588135, -1.24014151096344, -0.9645903706550598, -0.6640862226486206, -0.8807709813117981, 0.5295171737670898, -1.4365452527999878]	[1.4298717975616455, 0.8163044452667236, 1.4868040084838867, -1.240290880203247, -0.9449413418769836, 0.0707116425037384, 0.27761662006378174, 0.4679110050201416, 0.3283671736717224, 0.5151416659355164, 0.21393482387065887]	0
65	[-1.4119242429733276, -1.4670462608337402, -0.5685845613479614, -1.7105275392532349]	[1.1454395055770874, -5.697842597961426, 8.429326057434082, 6.907149314880371, -7.22092866897583, -8.01587963104248, -10.175945281982422, -3.120944023132324]	0.0	4.0	[2.152144432067871, 0.40657347440719604, 1.4156455993652344, -1.691532015800476, -0.8124462962150574, -0.6611087322235107, -2.2481656074523926, -0.7466520071029663]	[-0.8908602595329285, -0.5062955021858215, 0.13035446405410767, 0.22047868371009827, 2.542560577392578, 0.9412947297096252, 0.7807682752609253, 0.6403024792671204, 0.8140919804573059, 1.1518656015396118, 0.7421260476112366]	4
66	[1.3565080165863037, -1.0493115186691284, 1.3125578165054321, 0.6688100099563599]	[2.0607199668884277, -4.085771560668945, 5.481037616729736, 11.059246063232422, -11.77839183807373, -11.621326446533203, -11.686720848083496, -3.5960474014282227]	6.0	0.0	[-1.2635893821716309, -1.440112829208374, -1.4375241994857788, -0.8476581573486328, -1.0173720121383667, -1.306459903717041, 0.20652545988559723, -0.9330201745033264]	[0.4363836944103241, -0.12465418130159378, -0.08158832043409348, -0.17429859936237335, -1.1017200946807861, -0.25790897011756897, -0.45260876417160034, -0.602291464805603, -0.41919785737991333, -0.49642685055732727, -0.9401840567588806]	3
67	[-0.3762897253036499, 0.8160451054573059, 0.49989840388298035, -0.7026495337486267]	[2.0688085556030273, -7.001477241516113, 7.673699378967285, 11.101813316345215, -8.473221778869629, -12.2432861328125, -13.4398832321167, -2.5801374912261963]	0.0	5.0	[1.2926688194274902, 0.8687299489974976, 1.148291826248169, -0.140052929520607, 0.3486565947532654, 0.46736517548561096, -0.6186503767967224, 0.04697294533252716]	[-0.007005749270319939, 0.29541170597076416, 0.4069115221500397, 0.9323564171791077, 0.9310858249664307, 1.375623345375061, 1.3536322116851807, 1.0300887823104858, 1.1334965229034424, 0.7374245524406433, 1.3003071546554565]	0
68	[1.3835935592651367, 2.486036777496338, 1.666068196296692, 0.1637328714132309]	[4.21967887878418, -3.420424222946167, 9.375279426574707, 10.634170532226562, -9.04150104522705, -13.663423538208008, -14.875252723693848, -2.768901824951172]	6.0	4.0	[-0.23768603801727295, 0.6862425208091736, 0.23428067564964294, 1.0101170539855957, 1.1736841201782227, 0.8693270087242126, 1.3283897638320923, 0.1763075888156891]	[-1.117885947227478, -0.7292822599411011, -0.4984937012195587, 0.4840671718120575, 1.5473248958587646, -0.4024021625518799, 0.0228603333234787, -0.061476610600948334, -0.1982765942811966, -0.2685903310775757, -0.19959776103496552]	6
69	[-1.2527917623519897, -0.7694534659385681, -1.004719853401184, -0.22731882333755493]	[2.057372570037842, -7.455300807952881, 9.534847259521484, 10.362037658691406, -8.541050910949707, -10.93744945526123, -13.199237823486328, -3.184715747833252]	0.0	10.0	[1.656221628189087, -0.036434125155210495, 0.7976725697517395, -0.8263367414474487, -0.8732397556304932, -0.754950761795044, -1.8921982049942017, 0.3202013075351715]	[0.47364360094070435, 0.6645029783248901, 0.878318190574646, 0.09056822955608368, 0.517889142036438, 0.7346312403678894, 0.6798681616783142, 0.5723076462745667, 0.6454280614852905, 0.5602524280548096, 0.9056469202041626]	1
