
/disk/junlin/EmoSp/bart-our/-LIGHT-TRANS4/all_loss0.6_0.2_0.2_kl-lr_2e-05-Emoin-nopp-empp-ensitu-vae-mvae256-wo_comet-vad-0.3124_II
vocab size = 50265
Some weights of BartForConditionalGeneration were not initialized from the model checkpoint at facebook/bart-base and are newly initialized: ['encoder.layers.0.attn_layer_norm_comet.weight', 'encoder.layers.0.attn_layer_norm_comet.bias', 'encoder.layers.1.attn_layer_norm_comet.weight', 'encoder.layers.1.attn_layer_norm_comet.bias', 'encoder.layers.2.attn_layer_norm_comet.weight', 'encoder.layers.2.attn_layer_norm_comet.bias', 'encoder.layers.3.attn_layer_norm_comet.weight', 'encoder.layers.3.attn_layer_norm_comet.bias', 'encoder.layers.4.attn_layer_norm_comet.weight', 'encoder.layers.4.attn_layer_norm_comet.bias', 'encoder.layers.5.attn_layer_norm_comet.weight', 'encoder.layers.5.attn_layer_norm_comet.bias', 'encoder.layers.5.muAttn.k_proj.weight', 'encoder.layers.5.muAttn.k_proj.bias', 'encoder.layers.5.muAttn.v_proj.weight', 'encoder.layers.5.muAttn.v_proj.bias', 'encoder.layers.5.muAttn.q_proj.weight', 'encoder.layers.5.muAttn.q_proj.bias', 'encoder.layers.5.muAttn.out_proj.weight', 'encoder.layers.5.muAttn.out_proj.bias', 'encoder.emotion_head.weight', 'encoder.emotion_head.bias', 'encoder.batchNorm_emotion.weight', 'encoder.batchNorm_emotion.bias', 'encoder.batchNorm_emotion.running_mean', 'encoder.batchNorm_emotion.running_var', 'encoder.batchNorm_strategy.weight', 'encoder.batchNorm_strategy.bias', 'encoder.batchNorm_strategy.running_mean', 'encoder.batchNorm_strategy.running_var', 'encoder.strategy_embedding.weight', 'encoder.multi_state_LayerNorm.weight', 'encoder.multi_state_LayerNorm.bias', 'encoder.strategy_head.weight', 'encoder.strategy_head.bias', 'encoder.trans_mat.emotion_embedding.weight', 'encoder.trans_mat.h_prior_emo.weight', 'encoder.trans_mat.h_prior_emo.bias', 'encoder.trans_mat.h_prior_strat.weight', 'encoder.trans_mat.h_prior_strat.bias', 'encoder.trans_mat.mu_prior.weight', 'encoder.trans_mat.mu_prior.bias', 'encoder.trans_mat.logvar_prior.weight', 'encoder.trans_mat.logvar_prior.bias', 'encoder.trans_mat.Dense_z_prior.weight', 'encoder.trans_mat.Dense_z_prior.bias', 'encoder.trans_mat.h_posterior_emo.weight', 'encoder.trans_mat.h_posterior_emo.bias', 'encoder.trans_mat.h_posterior_strat.weight', 'encoder.trans_mat.h_posterior_strat.bias', 'encoder.trans_mat.mu_posterior.weight', 'encoder.trans_mat.mu_posterior.bias', 'encoder.trans_mat.logvar_posterior.weight', 'encoder.trans_mat.logvar_posterior.bias', 'encoder.strat_cat_attn.V', 'encoder.strat_cat_attn.W.weight', 'encoder.emo_cat_attn.V', 'encoder.emo_cat_attn.W.weight', 'decoder.layers.0.encoder_attn_layer_norm_strategy.weight', 'decoder.layers.0.encoder_attn_layer_norm_strategy.bias', 'decoder.layers.0.encoder_attn_layer_norm_comet.weight', 'decoder.layers.0.encoder_attn_layer_norm_comet.bias', 'decoder.layers.0.encoder_attn_layer_norm_total.weight', 'decoder.layers.0.encoder_attn_layer_norm_total.bias', 'decoder.layers.1.encoder_attn_layer_norm_strategy.weight', 'decoder.layers.1.encoder_attn_layer_norm_strategy.bias', 'decoder.layers.1.encoder_attn_layer_norm_comet.weight', 'decoder.layers.1.encoder_attn_layer_norm_comet.bias', 'decoder.layers.1.encoder_attn_layer_norm_total.weight', 'decoder.layers.1.encoder_attn_layer_norm_total.bias', 'decoder.layers.2.encoder_attn_layer_norm_strategy.weight', 'decoder.layers.2.encoder_attn_layer_norm_strategy.bias', 'decoder.layers.2.encoder_attn_layer_norm_comet.weight', 'decoder.layers.2.encoder_attn_layer_norm_comet.bias', 'decoder.layers.2.encoder_attn_layer_norm_total.weight', 'decoder.layers.2.encoder_attn_layer_norm_total.bias', 'decoder.layers.3.encoder_attn_layer_norm_strategy.weight', 'decoder.layers.3.encoder_attn_layer_norm_strategy.bias', 'decoder.layers.3.encoder_attn_layer_norm_comet.weight', 'decoder.layers.3.encoder_attn_layer_norm_comet.bias', 'decoder.layers.3.encoder_attn_layer_norm_total.weight', 'decoder.layers.3.encoder_attn_layer_norm_total.bias', 'decoder.layers.4.encoder_attn_layer_norm_strategy.weight', 'decoder.layers.4.encoder_attn_layer_norm_strategy.bias', 'decoder.layers.4.encoder_attn_layer_norm_comet.weight', 'decoder.layers.4.encoder_attn_layer_norm_comet.bias', 'decoder.layers.4.encoder_attn_layer_norm_total.weight', 'decoder.layers.4.encoder_attn_layer_norm_total.bias', 'decoder.layers.5.encoder_attn_layer_norm_strategy.weight', 'decoder.layers.5.encoder_attn_layer_norm_strategy.bias', 'decoder.layers.5.encoder_attn_layer_norm_comet.weight', 'decoder.layers.5.encoder_attn_layer_norm_comet.bias', 'decoder.layers.5.encoder_attn_layer_norm_total.weight', 'decoder.layers.5.encoder_attn_layer_norm_total.bias', 'fuse_st_emo.weight']
You should probably TRAIN this model on a down-stream task to be able to use it for predictions and inference.
  0%|                                                                                                                                          | 0/510 [00:00<?, ?it/s]
without comet
Testing:   3%|███▉                                                                                                                   | 77/2295 [00:18<08:06,  4.56it/s]
I can understand that. I have been in a similar situation and i know how hard it is to find work.
{'ref strategy': '[Affirmation and Reassurance]', 'hyp strategy': '[Providing Suggestions or Information]'}
yes i do.
{'ref strategy': '[Affirmation and Reassurance]', 'hyp strategy': '[Greeting]'}
I think you should start with one thing at a time.
{'ref strategy': '[Affirmation and Reassurance]', 'hyp strategy': '[Greeting]'}
I' m sorry to hear that. I know it' s hard to stay warm in here, but I know you can do it!
{'ref strategy': '[Restatement or Paraphrasing]', 'hyp strategy': '[Self-disclosure]'}
I can understand how you feel. I had a similar experience with my boyfriend and it was very hard to get over.
{'ref strategy': '[Reflection of feelings]', 'hyp strategy': '[Affirmation and Reassurance]'}
I think that you should try to spend time with your family and enjoy the holidays.
{'ref strategy': '[Affirmation and Reassurance]', 'hyp strategy': '[Providing Suggestions or Information]'}
i think you should be able to talk to your mom and tell her that you are sorry for the mistake.
{'ref strategy': '[Providing Suggestions or Information]', 'hyp strategy': '[Providing Suggestions or Information]'}
I am in my mid twenties and I am not sure what to do.
{'ref strategy': '[Reflection of feelings]', 'hyp strategy': '[Providing Suggestions or Information]'}
i hope that is all that you need to worry about.

Testing:   4%|████▍                                                                                                                  | 86/2295 [00:20<08:06,  4.54it/s]
I can understand how you are worried. I have been in that situation myself.
{'ref strategy': '[Question]', 'hyp strategy': '[Question]'}
I think you should try to appeal the grade again. It might be worth it to you.
{'ref strategy': '[Self-disclosure]', 'hyp strategy': '[Self-disclosure]'}
I think you should try to talk to her and let her know how you feel.
{'ref strategy': '[Affirmation and Reassurance]', 'hyp strategy': '[Affirmation and Reassurance]'}
I am sorry to hear that. What is causing you to feel this way?
{'ref strategy': '[Question]', 'hyp strategy': '[Question]'}
I' m sorry to hear that. I' ve had a similar experience with my hair before. I think it' s a great way to get your mind off of it.
{'ref strategy': '[Providing Suggestions or Information]', 'hyp strategy': '[Question]'}
I am sorry to hear that. Do you have any friends that you can talk to?
{'ref strategy': '[Question]', 'hyp strategy': '[Restatement or Paraphrasing]'}
I would suggest talking to him and telling him that you are not comfortable facing him.
{'ref strategy': '[Providing Suggestions or Information]', 'hyp strategy': '[Providing Suggestions or Information]'}
i am sorry to hear that. I am also stressed about the impending deadlines.

Testing:   4%|████▊                                                                                                                  | 93/2295 [00:22<10:17,  3.57it/s]
I can understand how you are feeling. I have had to deal with my son being aggressive and angry. I know how hard it is to deal emotionally with a situation like that.
{'ref strategy': '[Reflection of feelings]', 'hyp strategy': '[Reflection of feelings]'}
I think you should tell her that you have been having a serious problem with her and she will be able to handle it.
{'ref strategy': '[Reflection of feelings]', 'hyp strategy': '[Providing Suggestions or Information]'}
Ok, so you feel that you' re not being able to help him financially?
{'ref strategy': '[Reflection of feelings]', 'hyp strategy': '[Greeting]'}
I think you are doing the right thing and I think you will be fine. I think it is important to take care of yourself and to take time to process and grow.

Testing:   4%|████▉                                                                                                                  | 95/2295 [00:24<24:36,  1.49it/s]
I did not brush my teeth. I was in a hotel room and i had to stay there for a week. I did not have a shower or brush my hands. I had to go to the bathroom twice a day. I didn' t have a roof over my head. I went to the grocery store and got a gallon of milk. I cleaned my room and then went to bed. I slept for about an hour. I woke up at 6: 30 a. m. and then I went back to bed and slept for another hour. It was a very long time. I am glad you are able to get some sleep.
{'ref strategy': '[Question]', 'hyp strategy': '[Self-disclosure]'}
You are very welcome. I wish you all the best in the future.
{'ref strategy': '[Greeting]', 'hyp strategy': '[Greeting]'}
I think that you should try to find a career that you really like, but that is not a path that you can always go down.
{'ref strategy': '[Providing Suggestions or Information]', 'hyp strategy': '[Self-disclosure]'}
I think you should do it once a week, and then you can focus on the positive.
{'ref strategy': '[Others]', 'hyp strategy': '[Providing Suggestions or Information]'}
I think that you are doing great! I hope that you feel better soon.

Testing:   4%|█████▏                                                                                                                | 102/2295 [00:26<13:07,  2.79it/s]
I understand. I have also been in that situation. It is very difficult to get out of the house and go to work.
{'ref strategy': '[Affirmation and Reassurance]', 'hyp strategy': '[Affirmation and Reassurance]'}
Hello, how are you doing today?
{'ref strategy': '[Question]', 'hyp strategy': '[Question]'}
I was in a similar situation. I had to break up with my ex and he was not worth it. I was very angry and hurt and I tried to move on from him. I did not want to be with him again.
{'ref strategy': '[Question]', 'hyp strategy': '[Self-disclosure]'}
I am glad to hear that. I am sure you will be fine.
{'ref strategy': '[Providing Suggestions or Information]', 'hyp strategy': '[Greeting]'}
I am sorry to hear that. I have been in the same situation myself.
{'ref strategy': '[Question]', 'hyp strategy': '[Restatement or Paraphrasing]'}
I had a lot of fun with my friends and family. I also found that it helped me to get out of my funk.
{'ref strategy': '[Providing Suggestions or Information]', 'hyp strategy': '[Affirmation and Reassurance]'}
I think you should try to find them later, I am sure you will find them.

Testing:   5%|█████▌                                                                                                                | 109/2295 [00:28<10:47,  3.37it/s]
I can understand that. I have had to use a lot of different methods to cope with depression. I think it is important to be able to communicate with your family and friends.
{'ref strategy': '[Providing Suggestions or Information]', 'hyp strategy': '[Providing Suggestions or Information]'}
I' m sorry to hear that. I' ve been through a lot of loss myself. I know it' s hard but there are ways to cope with it.
{'ref strategy': '[Reflection of feelings]', 'hyp strategy': '[Reflection of feelings]'}
I think you will be able to do it soon.
{'ref strategy': '[Providing Suggestions or Information]', 'hyp strategy': '[Others]'}
I can understand that. I have been in a similar situation.
{'ref strategy': '[Question]', 'hyp strategy': '[Restatement or Paraphrasing]'}
i think you will be fine. i know it is hard but you will get through it.
{'ref strategy': '[Providing Suggestions or Information]', 'hyp strategy': '[Providing Suggestions or Information]'}
I' ve been feeling a bit down lately, I think it' s because of the pandemic.

Testing:   5%|█████▉                                                                                                                | 115/2295 [00:30<14:39,  2.48it/s]
{'ref strategy': '[Providing Suggestions or Information]', 'hyp strategy': '[Providing Suggestions or Information]'}
yes, i do. i try to read a book before bed. i think it' s a great idea.
{'ref strategy': '[Affirmation and Reassurance]', 'hyp strategy': '[Providing Suggestions or Information]'}
You are very welcome. I hope that things go well for you and that you feel better soon.
{'ref strategy': '[Greeting]', 'hyp strategy': '[Greeting]'}
You are welcome. I hope that you have a great day.
{'ref strategy': '[Providing Suggestions or Information]', 'hyp strategy': '[Greeting]'}
Ok, so you feel that you' re not being able to do your own work?
{'ref strategy': '[Reflection of feelings]', 'hyp strategy': '[Self-disclosure]'}
I think that there are a lot of free therapy available online. I think that you should start with a few things that you can do to help you cope with the stress of the pandemic.
{'ref strategy': '[Providing Suggestions or Information]', 'hyp strategy': '[Providing Suggestions or Information]'}
you better keep your distance from him.

Testing:   5%|██████▎                                                                                                               | 122/2295 [00:32<09:00,  4.02it/s]
I have been doing a lot of yoga and meditation, I find it very relaxing.
{'ref strategy': '[Affirmation and Reassurance]', 'hyp strategy': '[Providing Suggestions or Information]'}
I hope that I have been able to help you.
{'ref strategy': '[Question]', 'hyp strategy': '[Others]'}
I think it would be a good idea to talk to her about this and see if she would be receptive.
{'ref strategy': '[Providing Suggestions or Information]', 'hyp strategy': '[Affirmation and Reassurance]'}
I have found that when I am stressed, I try to take a deep breath and think about what I can do to help calm my mind.
{'ref strategy': '[Question]', 'hyp strategy': '[Affirmation and Reassurance]'}
what happened?
{'ref strategy': '[Reflection of feelings]', 'hyp strategy': '[Restatement or Paraphrasing]'}
I think that would be a great idea. I think it' s a great way to get your mind off of things.
{'ref strategy': '[Reflection of feelings]', 'hyp strategy': '[Providing Suggestions or Information]'}
I can understand how that would be hard. I have had friends who have been arrested for drugs and have been in prison for years. It is very difficult to see someone who is addicted become a friend.

Testing:   6%|██████▋                                                                                                               | 130/2295 [00:34<09:10,  3.94it/s]
I am glad to hear that. I would definitely recommend talking to someone who has been through this before.
{'ref strategy': '[Question]', 'hyp strategy': '[Greeting]'}
Hello, how are you doing today?
{'ref strategy': '[Question]', 'hyp strategy': '[Question]'}
You are very welcome. I wish you all the best in the future.
{'ref strategy': '[Greeting]', 'hyp strategy': '[Greeting]'}
I am sorry to hear that. I have been in a similar situation and I know how hard it can be.
{'ref strategy': '[Restatement or Paraphrasing]', 'hyp strategy': '[Restatement or Paraphrasing]'}
I have been there myself. I have had to make friends who do not share my feelings with me. I tried to talk to them and let them know how I feel.
{'ref strategy': '[Question]', 'hyp strategy': '[Self-disclosure]'}
I think you should try to talk to a professional about it.
{'ref strategy': '[Providing Suggestions or Information]', 'hyp strategy': '[Affirmation and Reassurance]'}
oh wow, that' s a long time. I' m so sorry to hear that.
{'ref strategy': '[Restatement or Paraphrasing]', 'hyp strategy': '[Restatement or Paraphrasing]'}
I' m sorry to hear that. I' ve been in a similar situation myself.

Testing:   6%|███████                                                                                                               | 137/2295 [00:36<12:34,  2.86it/s]
why not try to focus on other things instead of a beer?
{'ref strategy': '[Providing Suggestions or Information]', 'hyp strategy': '[Affirmation and Reassurance]'}
You are welcome. I am glad that I could be of some help.
{'ref strategy': '[Others]', 'hyp strategy': '[Greeting]'}
i' ve had friends do that to me before, but i was always hesitant to let them know. i tried to talk to my friend and let her know how i was feeling and she was fine. i' m glad you are able to talk with her now.
{'ref strategy': '[Question]', 'hyp strategy': '[Providing Suggestions or Information]'}
I think you will be fine, I hope you have a great night and stay focused.
{'ref strategy': '[Affirmation and Reassurance]', 'hyp strategy': '[Affirmation and Reassurance]'}
I can understand how that must be hard. I have been in a similar situation myself.
{'ref strategy': '[Affirmation and Reassurance]', 'hyp strategy': '[Reflection of feelings]'}
I can understand how that would be painful. I have been in that situation myself and it was very painful.
{'ref strategy': '[Self-disclosure]', 'hyp strategy': '[Reflection of feelings]'}
I think that you are both very mature and mature. I think that it is important to be open to new opportunities.

Testing:   6%|███████▍                                                                                                              | 145/2295 [00:38<08:50,  4.05it/s]
I' m sorry to hear that. What is making you feel this way?
{'ref strategy': '[Reflection of feelings]', 'hyp strategy': '[Question]'}
I am here to listen. How are you doing today?
{'ref strategy': '[Question]', 'hyp strategy': '[Question]'}
I' m doing well, thanks for asking. Is there anything you' d like to talk about?
{'ref strategy': '[Question]', 'hyp strategy': '[Question]'}
I suggest looking for a job that is more fulfilling than the one you currently have.
{'ref strategy': '[Providing Suggestions or Information]', 'hyp strategy': '[Others]'}
I have a husband and 2 kids. I have a house full of kids and a dog.
{'ref strategy': '[Providing Suggestions or Information]', 'hyp strategy': '[Self-disclosure]'}
I' m sorry to hear that. I' ve been in the same situation myself and it' s hard to find the" reason" to go about my day.
{'ref strategy': '[Question]', 'hyp strategy': '[Providing Suggestions or Information]'}
I' m sure you can find a way to get through this.

Testing:   7%|███████▊                                                                                                              | 152/2295 [00:40<10:02,  3.56it/s]
I understand how you feel. I have been in a similar situation myself. I know it can be hard to find the motivation to get through this.
{'ref strategy': '[Affirmation and Reassurance]', 'hyp strategy': '[Restatement or Paraphrasing]'}
I' m doing well, how are you?
{'ref strategy': '[Question]', 'hyp strategy': '[Question]'}
I can understand how you feel. I have been in a similar situation and I know how hard it is to find someone who is the right fit for you.
{'ref strategy': '[Providing Suggestions or Information]', 'hyp strategy': '[Reflection of feelings]'}
I think you should try to talk to him about it and see if he is willing to listen.
{'ref strategy': '[Providing Suggestions or Information]', 'hyp strategy': '[Providing Suggestions or Information]'}
I understand. I have been in the same situation and I know how difficult it can be to explain to someone. I know you are very anxious about losing your job.
{'ref strategy': '[Affirmation and Reassurance]', 'hyp strategy': '[Providing Suggestions or Information]'}
I am glad to hear that. I would love to have a dog too.
{'ref strategy': '[Self-disclosure]', 'hyp strategy': '[Providing Suggestions or Information]'}
I am glad to hear that. What is on your mind?
{'ref strategy': '[Greeting]', 'hyp strategy': '[Question]'}
I am glad to hear that. I have been there myself.
{'ref strategy': '[Question]', 'hyp strategy': '[Question]'}
You are welcome.

Testing:   7%|████████▎                                                                                                             | 161/2295 [00:42<06:50,  5.20it/s]
I can understand how that would make you feel. I have been in that situation myself and it' s really hard to talk to people.
{'ref strategy': '[Greeting]', 'hyp strategy': '[Restatement or Paraphrasing]'}
I understand how you feel. I have been in that situation myself.
{'ref strategy': '[Affirmation and Reassurance]', 'hyp strategy': '[Restatement or Paraphrasing]'}
Hi, I am here to help. How are you?
{'ref strategy': '[Affirmation and Reassurance]', 'hyp strategy': '[Question]'}
You are welcome. I hope you feel better soon.
{'ref strategy': '[Greeting]', 'hyp strategy': '[Greeting]'}
I am sorry to hear that. Is there anything specific that you are feeling down about?
{'ref strategy': '[Restatement or Paraphrasing]', 'hyp strategy': '[Question]'}
i have been in financial trouble myself and i have found that it is a very difficult situation to be in.
{'ref strategy': '[Providing Suggestions or Information]', 'hyp strategy': '[Self-disclosure]'}
I think you should try to talk to him about it. I think you are doing the right thing by talking to him and letting him know that you love him.
{'ref strategy': '[Self-disclosure]', 'hyp strategy': '[Affirmation and Reassurance]'}
I am sorry to hear that. What is causing you to feel this way?

Testing:   7%|████████▋                                                                                                             | 169/2295 [00:44<09:15,  3.83it/s]
I can understand how that is frustrating. I have had problems with sleep too.
{'ref strategy': '[Question]', 'hyp strategy': '[Self-disclosure]'}
I think you should try to contact your local credit union and see if they can help you.
{'ref strategy': '[Providing Suggestions or Information]', 'hyp strategy': '[Providing Suggestions or Information]'}
I see. It' s been a rough year for everyone.
{'ref strategy': '[Affirmation and Reassurance]', 'hyp strategy': '[Affirmation and Reassurance]'}
I can understand how that would be frustrating. I have been in a similar situation and I know how hard it is to get over it.
{'ref strategy': '[Affirmation and Reassurance]', 'hyp strategy': '[Self-disclosure]'}
i can understand that. i have been in the same situation. i know it' s hard to find things online but i know you can do it.
{'ref strategy': '[Self-disclosure]', 'hyp strategy': '[Reflection of feelings]'}
I' m sorry to hear that. I' ve been in court before and it' s always hard to get past a confrontation.
{'ref strategy': '[Question]', 'hyp strategy': '[Affirmation and Reassurance]'}
I am in my mid thirties and I am in college.
{'ref strategy': '[Question]', 'hyp strategy': '[Affirmation and Reassurance]'}
I can help you study if you' d like.

Testing:   8%|█████████                                                                                                             | 177/2295 [00:46<07:51,  4.50it/s]
I am sure you will be able to find a place soon. I know it is hard to get out of the house, but I think you can do it!
{'ref strategy': '[Providing Suggestions or Information]', 'hyp strategy': '[Providing Suggestions or Information]'}
