,reward_a,turn_a,response_a,reward_b,turn_b,response_b
215,4.635682582855225,15,I've found that it helps to keep busy and not watch too much news.,4.634246349334717,15,I like to read and exercise too.
216,4.648801326751709,14,I have a lot of hobbies too. I like to play a lot.,4.654263973236084,14,I think that it is important to be able to express your feelings in a positive way.
217,4.519125461578369,18,You too.. I hope you find someone..,4.526474475860596,18,I am glad I could help..
218,4.533207416534424,30,I think that would be a good idea,4.5415730476379395,30,I think a phone call would be more appropriate
219,4.416318416595459,18,"yeah, thats a lot of money, but it's also a lot more than you think",4.358517646789551,18,"i understand, but it's hard to get out of jail."
221,4.753002166748047,50,"I am a female, so I can understand how you feel.",4.708929538726807,50,I can see how that would be frustrating..
222,4.727585315704346,24,I understand. I am sorry to hear that. What is going on?,4.683211803436279,24,I'm sorry to hear that. What is the issue?
224,4.270393371582031,32,I understand that. I have been laid off before. Have you considered looking for a new job?,4.322917461395264,32,I am sorry to hear that. I have been laid off too. Do you have any family members?
225,4.700252532958984,26,I am sorry to hear that. What is the reason for your having such a difficult time?,4.71821403503418,26,I am sorry to hear that. What is causing you to feel this way?
226,4.737133502960205,25,I think that it's important to be aware of your situation.,4.726505279541016,25,I think that is a good start.
227,4.4489240646362305,3,I think that would be a good idea. I think that you should take some time to get your head off of things and start looking for something else.,4.512835502624512,3,I think that is a good idea. I think that it's important to take care of yourself.
228,4.764829635620117,36,I understand. I lost my job too. It is hard to feel that way.,4.722889423370361,36,I understand that. I lost my job a few years ago.
229,4.32331657409668,8,"oh nice, how are you?",4.183177471160889,8,What are you doing?
230,4.706545352935791,6,"I understand how difficult this can be, but I know that you can do it.",4.722148418426514,6,"I understand how difficult this can be, but I know that you can try to focus on yourself and your partner."
231,4.486883640289307,39,I would suggest you sit somewhere away from the bus and avoid them.,4.590412139892578,39,I think you should tell them that you are a beautiful person and they should not treat you like that.
232,4.677441120147705,47,I think that is a good idea.,4.694375038146973,47,I think that it's important to have a good meal and spend time with your kids and spouse.
233,4.320528984069824,6,"I see. So, you are trying to figure out how to help each other and see if there is any way you can help each others?",4.334781646728516,6,"I see. So, you are trying to figure out how to help each other and not let the other get the best of you?"
234,4.574432849884033,15,"I understand, I have been in the same situation myself. I know it is hard but I know you can do it.",4.571878433227539,15,"I think it's in our nature to destroy and to consume, etc. I think it is in our human nature to be selfish and selfish."
235,4.531882286071777,14,I can understand how that would be difficult. I have been in a similar situation.,4.550127983093262,14,I understand how you feel. I have been in a similar situation.
236,4.406985759735107,16,I can understand how you are feeling. Have you tried talking to him about how he is acting?,4.394284725189209,16,I can understand how you are feeling. Have you tried talking to him about his behavior?
237,4.631938457489014,16,you are welcome,4.623329162597656,16,"good luck,"
238,4.574526309967041,11,I understand. I had a similar situation.,4.589953899383545,11,I understand. I have had to deal with similar situations.
